"Store","Weekly_Sales","Holiday_Flag","Temperature","Fuel_Price","CPI","Unemployment","Date"
10,1808056.41,0,74.0,3.14,126.209,9.524,"05-14-2010"
10,1847613.58,0,78.0,3.12,126.184,9.524,"05-21-2010"
10,1904618.17,0,77.0,3.06,126.16,9.524,"05-28-2010"
10,1931406.28,0,83.0,2.94,126.136,9.524,"06-04-2010"
10,1827521.71,0,90.0,3.06,126.112,9.524,"06-11-2010"
10,1837636.24,0,83.0,2.94,126.114,9.524,"06-18-2010"
10,1768172.31,0,90.0,3.08,126.127,9.524,"06-25-2010"
10,1845893.87,0,93.0,2.98,126.139,9.199,"07-02-2010"
10,1769793.37,0,91.0,3.1,126.152,9.199,"07-09-2010"
10,1828052.47,0,92.0,2.97,126.15,9.199,"07-16-2010"
10,1831676.03,0,88.0,3.11,126.128,9.199,"07-23-2010"
10,1832664.03,0,85.0,3.02,126.107,9.199,"07-30-2010"
10,1949236.09,0,86.0,3.12,126.085,9.199,"08-06-2010"
10,1962996.7,0,88.0,3.05,126.064,9.199,"08-13-2010"
10,1983190.56,0,90.0,3.04,126.077,9.199,"08-20-2010"
10,1727565.42,0,85.0,3.02,126.089,9.199,"08-27-2010"
10,1766331.45,0,84.0,3.09,126.102,9.199,"09-03-2010"
10,1720530.23,1,84.0,2.96,126.115,9.199,"09-10-2010"
10,1716755.78,0,86.0,3.03,126.145,9.199,"09-17-2010"
10,1655036.75,0,86.0,2.94,126.19,9.199,"09-24-2010"
10,1645892.97,0,86.0,3.0,126.235,9.003,"10-01-2010"
10,1772192.42,0,77.0,2.92,126.279,9.003,"10-08-2010"
10,1703850.25,0,75.0,3.08,126.327,9.003,"10-15-2010"
10,1740234.06,0,68.0,3.01,126.382,9.003,"10-22-2010"
10,1741308.56,0,69.0,3.13,126.436,9.003,"10-29-2010"
10,1832211.96,0,71.0,3.01,126.491,9.003,"11-05-2010"
10,1895901.59,0,61.0,3.13,126.546,9.003,"11-12-2010"
10,1949177.13,0,59.0,3.05,126.607,9.003,"11-19-2010"
10,2939946.38,1,55.0,3.16,126.669,9.003,"11-26-2010"
10,2251206.64,0,51.0,3.04,126.731,9.003,"12-03-2010"
10,2411790.21,0,61.0,3.09,126.793,9.003,"12-10-2010"
10,2811646.85,0,59.0,3.12,126.879,9.003,"12-17-2010"
10,3749057.69,0,57.0,3.24,126.984,9.003,"12-24-2010"
10,1707298.14,1,50.0,3.15,127.088,9.003,"12-31-2010"
10,1714309.9,0,43.0,3.29,127.192,8.744,"01-07-2011"
10,1710803.59,0,50.0,3.31,127.301,8.744,"01-14-2011"
10,1677556.18,0,57.0,3.34,127.44,8.744,"01-21-2011"
10,1715769.05,0,53.0,3.23,127.58,8.744,"01-28-2011"
10,1968045.91,0,45.0,3.35,127.72,8.744,"02-04-2011"
10,2115408.31,1,52.0,3.38,127.859,8.744,"02-11-2011"
10,2106934.55,0,62.0,3.43,127.995,8.744,"02-18-2011"
10,1967996.71,0,54.0,3.4,128.13,8.744,"02-25-2011"
10,1958003.19,0,57.0,3.67,128.265,8.744,"03-04-2011"
10,1933469.15,0,64.0,3.63,128.399,8.744,"03-11-2011"
10,1884734.31,0,70.0,3.89,128.512,8.744,"03-18-2011"
10,1815798.85,0,63.0,3.72,128.616,8.744,"03-25-2011"
10,1827733.18,0,68.0,3.77,128.72,8.494,"04-01-2011"
10,1870720.73,0,73.0,3.82,128.824,8.494,"04-08-2011"
10,1781767.22,0,61.0,4.09,128.911,8.494,"04-15-2011"
10,2004831.14,0,76.0,3.92,128.955,8.494,"04-22-2011"
10,1873646.34,0,73.0,4.15,129.0,8.494,"04-29-2011"
10,1841369.99,0,74.0,4.19,129.044,8.494,"05-06-2011"
10,1712995.44,0,74.0,4.2,129.089,8.494,"05-13-2011"
10,1720908.01,0,73.0,3.99,129.076,8.494,"05-20-2011"
10,1743000.38,0,79.0,3.93,129.062,8.494,"05-27-2011"
10,1792210.89,0,82.0,3.89,129.049,8.494,"06-03-2011"
10,1740063.1,0,85.0,3.98,129.036,8.494,"06-10-2011"
10,1817934.76,0,88.0,3.94,129.043,8.494,"06-17-2011"
10,1711813.13,0,91.0,3.81,129.066,8.494,"06-24-2011"
10,1751369.75,0,95.0,3.84,129.089,8.257,"07-01-2011"
10,1699708.38,0,89.0,3.79,129.113,8.257,"07-08-2011"
10,1775068.4,0,86.0,3.78,129.134,8.257,"07-15-2011"
10,1774342.61,0,89.0,3.7,129.151,8.257,"07-22-2011"
10,1745841.33,0,87.0,3.69,129.168,8.257,"07-29-2011"
10,1886299.98,0,90.0,3.8,129.185,8.257,"08-05-2011"
10,1917397.63,0,86.0,3.79,129.202,8.257,"08-12-2011"
10,1954849.68,0,87.0,3.74,129.241,8.257,"08-19-2011"
10,1728399.07,0,92.0,3.66,129.283,8.257,"08-26-2011"
10,1758587.35,0,92.0,3.8,129.326,8.257,"09-02-2011"
10,1670579.82,1,89.0,3.77,129.369,8.257,"09-09-2011"
10,1650894.3,0,77.0,3.78,129.431,8.257,"09-16-2011"
10,1685910.53,0,83.0,3.79,129.518,8.257,"09-23-2011"
10,1627707.31,0,82.0,3.88,129.606,8.257,"09-30-2011"
10,1788227.6,0,75.0,3.83,129.694,7.874,"10-07-2011"
10,1704753.02,0,70.0,3.7,129.771,7.874,"10-14-2011"
10,1745928.56,0,78.0,3.84,129.782,7.874,"10-21-2011"
10,1771792.97,0,73.0,3.84,129.794,7.874,"10-28-2011"
10,1904438.59,0,69.0,3.83,129.805,7.874,"11-04-2011"
10,2076570.84,0,55.0,3.68,129.817,7.874,"11-11-2011"
10,1869087.85,0,59.0,3.67,129.827,7.874,"11-18-2011"
10,2950198.64,1,61.0,3.76,129.836,7.874,"11-25-2011"
10,2068097.18,0,57.0,3.7,129.846,7.874,"12-02-2011"
10,2429310.9,0,43.0,3.64,129.856,7.874,"12-09-2011"
10,2555031.18,0,51.0,3.49,129.898,7.874,"12-16-2011"
10,3487986.89,0,48.0,3.54,129.985,7.874,"12-23-2011"
10,1930690.37,1,49.0,3.43,130.071,7.874,"12-30-2011"
10,1683401.78,0,60.0,3.44,130.158,7.545,"01-06-2012"
10,1711562.73,0,51.0,3.48,130.244,7.545,"01-13-2012"
10,1675562.94,0,55.0,3.66,130.279,7.545,"01-20-2012"
10,1632406.0,0,54.0,3.68,130.314,7.545,"01-27-2012"
10,1867403.01,0,57.0,3.54,130.35,7.545,"02-03-2012"
10,2218595.8,1,56.0,3.72,130.385,7.545,"02-10-2012"
10,2168709.76,0,54.0,3.78,130.455,7.545,"02-17-2012"
10,2039415.74,0,56.0,3.95,130.55,7.545,"02-24-2012"
10,1990371.02,0,58.0,3.88,130.646,7.545,"03-02-2012"
10,1917483.1,0,58.0,3.96,130.741,7.545,"03-09-2012"
10,1930814.66,0,62.0,4.27,130.826,7.545,"03-16-2012"
10,1837457.69,0,57.0,4.29,130.897,7.545,"03-23-2012"
10,1815760.42,0,68.0,4.29,130.967,7.545,"03-30-2012"
10,2163384.17,0,66.0,4.28,131.038,7.382,"04-06-2012"
10,1974687.51,0,70.0,4.25,131.108,7.382,"04-13-2012"
10,1777166.53,0,68.0,4.11,131.117,7.382,"04-20-2012"
10,1712987.56,0,80.0,4.09,131.127,7.382,"04-27-2012"
10,1821364.42,0,77.0,4.06,131.136,7.382,"05-04-2012"
10,1792345.3,0,76.0,4.19,131.145,7.382,"05-11-2012"
10,1795152.73,0,85.0,4.31,131.098,7.382,"05-18-2012"
10,1830939.1,0,86.0,4.13,131.029,7.382,"05-25-2012"
10,1767471.48,0,80.0,4.28,130.959,7.382,"06-01-2012"
10,1840491.41,0,87.0,4.1,130.89,7.382,"06-08-2012"
10,1811562.88,0,89.0,4.14,130.83,7.382,"06-15-2012"
10,1755334.18,0,90.0,4.01,130.793,7.382,"06-22-2012"
10,1707481.9,0,91.0,3.88,130.756,7.382,"06-29-2012"
10,1805999.79,0,87.0,3.67,130.72,7.17,"07-06-2012"
10,1765571.91,0,90.0,3.72,130.683,7.17,"07-13-2012"
10,1869967.03,0,84.0,3.59,130.701,7.17,"07-20-2012"
10,1817603.66,0,84.0,3.77,130.72,7.17,"07-27-2012"
10,1939440.09,0,85.0,3.6,130.738,7.17,"08-03-2012"
10,1880436.94,0,91.0,3.81,130.756,7.17,"08-10-2012"
10,1827797.4,0,89.0,4.0,130.791,7.17,"08-17-2012"
10,1764984.15,0,82.0,4.06,130.838,7.17,"08-24-2012"
10,1650285.54,0,87.0,3.89,130.885,7.17,"08-31-2012"
10,1708283.28,1,83.0,4.12,130.933,7.17,"09-07-2012"
10,1640168.99,0,78.0,3.97,130.978,7.17,"09-14-2012"
10,1671857.57,0,82.0,4.12,131.01,7.17,"09-21-2012"
10,1694862.41,0,83.0,3.97,131.043,7.17,"09-28-2012"
10,1758971.38,0,81.0,4.13,131.076,6.943,"10-05-2012"
10,1713889.11,0,76.0,4.47,131.108,6.943,"10-12-2012"
10,1734834.82,0,73.0,4.45,131.15,6.943,"10-19-2012"
10,1744349.05,0,70.0,4.3,131.193,6.943,"10-26-2012"
11,1528008.64,0,46.0,2.57,214.425,7.368,"02-05-2010"
11,1574684.08,1,48.0,2.55,214.575,7.368,"02-12-2010"
11,1503298.7,0,48.0,2.51,214.62,7.368,"02-19-2010"
11,1336404.65,0,53.0,2.56,214.648,7.368,"02-26-2010"
11,1426622.65,0,54.0,2.62,214.675,7.368,"03-05-2010"
11,1331883.16,0,64.0,2.67,214.703,7.368,"03-12-2010"
11,1364207.0,0,62.0,2.72,214.53,7.368,"03-19-2010"
11,1245624.27,0,58.0,2.73,214.324,7.368,"03-26-2010"
11,1446210.26,0,66.0,2.72,214.118,7.343,"04-02-2010"
11,1470308.32,0,70.0,2.77,213.912,7.343,"04-09-2010"
11,1323243.35,0,68.0,2.81,213.773,7.343,"04-16-2010"
11,1283766.55,0,68.0,2.8,213.722,7.343,"04-23-2010"
11,1239766.89,0,71.0,2.78,213.672,7.343,"04-30-2010"
11,1312329.78,0,76.0,2.84,213.621,7.343,"05-07-2010"
11,1266796.13,0,78.0,2.85,213.62,7.343,"05-14-2010"
11,1271646.62,0,77.0,2.83,213.912,7.343,"05-21-2010"
11,1264272.52,0,80.0,2.76,214.204,7.343,"05-28-2010"
11,1396322.19,0,80.0,2.7,214.496,7.343,"06-04-2010"
11,1339570.85,0,83.0,2.67,214.788,7.343,"06-11-2010"
11,1336522.92,0,84.0,2.64,214.786,7.343,"06-18-2010"
11,1262025.08,0,84.0,2.65,214.666,7.343,"06-25-2010"
11,1302600.14,0,83.0,2.67,214.546,7.346,"07-02-2010"
11,1280156.47,0,83.0,2.64,214.427,7.346,"07-09-2010"
11,1290609.54,0,85.0,2.62,214.418,7.346,"07-16-2010"
11,1244390.03,0,85.0,2.61,214.556,7.346,"07-23-2010"
11,1250178.89,0,83.0,2.64,214.695,7.346,"07-30-2010"
11,1369634.92,0,87.0,2.63,214.834,7.346,"08-06-2010"
11,1384339.1,0,88.0,2.69,214.973,7.346,"08-13-2010"
11,1430192.37,0,89.0,2.66,214.931,7.346,"08-20-2010"
11,1311263.07,0,88.0,2.62,214.89,7.346,"08-27-2010"
11,1303914.27,0,85.0,2.58,214.848,7.346,"09-03-2010"
11,1231428.46,1,82.0,2.56,214.807,7.346,"09-10-2010"
11,1215676.31,0,83.0,2.58,214.832,7.346,"09-17-2010"
11,1170103.25,0,77.0,2.62,214.908,7.346,"09-24-2010"
11,1182490.46,0,75.0,2.6,214.985,7.564,"10-01-2010"
11,1293472.8,0,69.0,2.63,215.061,7.564,"10-08-2010"
11,1175003.67,0,71.0,2.72,215.129,7.564,"10-15-2010"
11,1169831.38,0,73.0,2.72,215.178,7.564,"10-22-2010"
11,1195036.0,0,74.0,2.72,215.227,7.564,"10-29-2010"
11,1332759.13,0,64.0,2.69,215.277,7.564,"11-05-2010"
11,1281675.6,0,64.0,2.73,215.326,7.564,"11-12-2010"
11,1292346.57,0,59.0,2.77,215.207,7.564,"11-19-2010"
11,1757242.51,1,70.0,2.74,215.061,7.564,"11-26-2010"
11,1380522.64,0,56.0,2.71,214.915,7.564,"12-03-2010"
11,1564516.43,0,53.0,2.84,214.769,7.564,"12-10-2010"
11,1843971.15,0,55.0,2.87,214.705,7.564,"12-17-2010"
11,2306265.36,0,59.0,2.89,214.702,7.564,"12-24-2010"
11,1172003.1,1,55.0,2.94,214.699,7.564,"12-31-2010"
11,1178905.44,0,54.0,2.98,214.696,7.551,"01-07-2011"
11,1194449.78,0,45.0,2.98,214.747,7.551,"01-14-2011"
11,1187776.19,0,52.0,3.02,215.127,7.551,"01-21-2011"
11,1100418.69,0,51.0,3.01,215.507,7.551,"01-28-2011"
11,1422546.05,0,47.0,2.99,215.886,7.551,"02-04-2011"
11,1419236.9,1,45.0,3.02,216.266,7.551,"02-11-2011"
11,1554747.15,0,62.0,3.04,216.584,7.551,"02-18-2011"
11,1323999.36,0,69.0,3.06,216.878,7.551,"02-25-2011"
11,1399456.99,0,66.0,3.29,217.172,7.551,"03-04-2011"
11,1314557.31,0,63.0,3.46,217.465,7.551,"03-11-2011"
11,1391813.69,0,70.0,3.49,217.724,7.551,"03-18-2011"
11,1229777.24,0,74.0,3.47,217.967,7.551,"03-25-2011"
11,1258674.12,0,69.0,3.52,218.211,7.574,"04-01-2011"
11,1327401.06,0,74.0,3.62,218.455,7.574,"04-08-2011"
11,1312905.8,0,77.0,3.74,218.679,7.574,"04-15-2011"
11,1388118.53,0,78.0,3.81,218.851,7.574,"04-22-2011"
11,1357589.89,0,80.0,3.81,219.024,7.574,"04-29-2011"
11,1331453.41,0,71.0,3.91,219.196,7.574,"05-06-2011"
11,1277959.42,0,81.0,3.9,219.368,7.574,"05-13-2011"
11,1239466.97,0,77.0,3.91,219.127,7.574,"05-20-2011"
11,1216876.52,0,86.0,3.79,218.886,7.574,"05-27-2011"
11,1343637.0,0,86.0,3.7,218.645,7.574,"06-03-2011"
11,1314626.75,0,86.0,3.65,218.404,7.574,"06-10-2011"
11,1337506.74,0,88.0,3.64,218.355,7.574,"06-17-2011"
11,1254587.84,0,86.0,3.59,218.451,7.574,"06-24-2011"
11,1297472.06,0,86.0,3.52,218.547,7.567,"07-01-2011"
11,1334627.96,0,87.0,3.48,218.642,7.567,"07-08-2011"
11,1266546.73,0,88.0,3.58,218.728,7.567,"07-15-2011"
11,1290576.44,0,88.0,3.65,218.786,7.567,"07-22-2011"
11,1212938.67,0,89.0,3.68,218.844,7.567,"07-29-2011"
11,1403198.94,0,90.0,3.68,218.902,7.567,"08-05-2011"
11,1354188.43,0,90.0,3.64,218.961,7.567,"08-12-2011"
11,1484169.74,0,90.0,3.55,219.023,7.567,"08-19-2011"
11,1304706.75,0,89.0,3.52,219.087,7.567,"08-26-2011"
11,1297792.41,0,91.0,3.53,219.15,7.567,"09-02-2011"
11,1249439.95,1,85.0,3.55,219.214,7.567,"09-09-2011"
11,1270816.01,0,85.0,3.53,219.397,7.567,"09-16-2011"
11,1235775.15,0,82.0,3.47,219.741,7.567,"09-23-2011"
11,1190515.83,0,84.0,3.36,220.086,7.567,"09-30-2011"
11,1346271.06,0,77.0,3.28,220.43,7.197,"10-07-2011"
11,1286388.96,0,76.0,3.27,220.749,7.197,"10-14-2011"
11,1325107.53,0,71.0,3.35,220.914,7.197,"10-21-2011"
11,1310684.1,0,73.0,3.37,221.08,7.197,"10-28-2011"
11,1458287.38,0,61.0,3.33,221.246,7.197,"11-04-2011"
11,1366053.69,0,64.0,3.3,221.412,7.197,"11-11-2011"
11,1315091.63,0,66.0,3.31,221.643,7.197,"11-18-2011"
11,1848953.48,1,70.0,3.24,221.901,7.197,"11-25-2011"
11,1399322.44,0,57.0,3.17,222.159,7.197,"12-02-2011"
11,1646655.94,0,51.0,3.16,222.417,7.197,"12-09-2011"
11,1783910.06,0,60.0,3.16,222.643,7.197,"12-16-2011"
11,2213518.5,0,54.0,3.11,222.826,7.197,"12-23-2011"
11,1352084.21,1,49.0,3.13,223.009,7.197,"12-30-2011"
11,1283885.55,0,54.0,3.16,223.192,6.833,"01-06-2012"
11,1264736.59,0,53.0,3.26,223.376,6.833,"01-13-2012"
11,1207303.29,0,56.0,3.27,223.47,6.833,"01-20-2012"
11,1162675.85,0,58.0,3.29,223.565,6.833,"01-27-2012"
11,1376732.18,0,60.0,3.36,223.659,6.833,"02-03-2012"
11,1574287.76,1,52.0,3.41,223.754,6.833,"02-10-2012"
11,1569607.94,0,53.0,3.51,223.917,6.833,"02-17-2012"
11,1379473.03,0,61.0,3.56,224.132,6.833,"02-24-2012"
11,1438383.44,0,63.0,3.63,224.347,6.833,"03-02-2012"
11,1413382.76,0,61.0,3.67,224.562,6.833,"03-09-2012"
11,1441884.28,0,64.0,3.73,224.717,6.833,"03-16-2012"
11,1300593.61,0,67.0,3.79,224.791,6.833,"03-23-2012"
11,1300104.03,0,70.0,3.84,224.865,6.833,"03-30-2012"
11,1596325.01,0,74.0,3.89,224.939,6.664,"04-06-2012"
11,1472752.01,0,73.0,3.89,225.014,6.664,"04-13-2012"
11,1315356.99,0,72.0,3.88,225.069,6.664,"04-20-2012"
11,1236238.29,0,73.0,3.81,225.124,6.664,"04-27-2012"
11,1370251.22,0,79.0,3.75,225.18,6.664,"05-04-2012"
11,1300147.07,0,75.0,3.69,225.235,6.664,"05-11-2012"
11,1352442.31,0,73.0,3.63,225.251,6.664,"05-18-2012"
11,1297335.87,0,78.0,3.56,225.252,6.664,"05-25-2012"
11,1361595.33,0,82.0,3.5,225.252,6.664,"06-01-2012"
11,1414343.53,0,82.0,3.45,225.252,6.664,"06-08-2012"
11,1417875.42,0,85.0,3.39,225.264,6.664,"06-15-2012"
11,1355680.3,0,83.0,3.35,225.307,6.664,"06-22-2012"
11,1297028.6,0,88.0,3.29,225.349,6.664,"06-29-2012"
11,1461129.94,0,83.0,3.23,225.392,6.334,"07-06-2012"
11,1320239.51,0,82.0,3.26,225.434,6.334,"07-13-2012"
11,1344483.81,0,82.0,3.31,225.444,6.334,"07-20-2012"
11,1272395.02,0,85.0,3.41,225.454,6.334,"07-27-2012"
11,1399341.07,0,87.0,3.42,225.464,6.334,"08-03-2012"
11,1388973.65,0,86.0,3.49,225.474,6.334,"08-10-2012"
11,1421307.2,0,88.0,3.57,225.556,6.334,"08-17-2012"
11,1409515.73,0,83.0,3.62,225.693,6.334,"08-24-2012"
11,1372872.35,0,86.0,3.64,225.829,6.334,"08-31-2012"
11,1304584.4,1,85.0,3.73,225.966,6.334,"09-07-2012"
11,1267675.05,0,80.0,3.72,226.112,6.334,"09-14-2012"
11,1326132.98,0,74.0,3.72,226.315,6.334,"09-21-2012"
11,1227430.73,0,78.0,3.67,226.518,6.334,"09-28-2012"
11,1422794.26,0,73.0,3.62,226.721,6.034,"10-05-2012"
11,1311965.09,0,70.0,3.6,226.924,6.034,"10-12-2012"
11,1232073.18,0,74.0,3.59,226.969,6.034,"10-19-2012"
11,1200729.45,0,74.0,3.51,226.987,6.034,"10-26-2012"
12,1100046.37,0,49.0,2.96,126.442,13.975,"02-05-2010"
12,1117863.33,1,48.0,2.95,126.496,13.975,"02-12-2010"
12,1095421.65,0,55.0,2.92,126.526,13.975,"02-19-2010"
12,1048617.17,0,50.0,2.82,126.552,13.975,"02-26-2010"
12,1077018.27,0,54.0,2.99,126.578,13.975,"03-05-2010"
12,985594.23,0,50.0,2.92,126.604,13.975,"03-12-2010"
12,972088.34,0,60.0,3.05,126.607,13.975,"03-19-2010"
12,981615.81,0,60.0,3.08,126.605,13.975,"03-26-2010"
12,1011822.3,0,60.0,3.09,126.603,14.099,"04-02-2010"
12,1041238.87,0,59.0,3.09,126.602,14.099,"04-09-2010"
12,957997.52,0,65.0,3.11,126.562,14.099,"04-16-2010"
12,993833.44,0,65.0,3.05,126.471,14.099,"04-23-2010"
12,954220.22,0,67.0,3.1,126.381,14.099,"04-30-2010"
12,1043240.27,0,70.0,3.13,126.29,14.099,"05-07-2010"
12,966054.97,0,68.0,3.14,126.209,14.099,"05-14-2010"
12,958374.56,0,76.0,3.12,126.184,14.099,"05-21-2010"
12,955451.16,0,68.0,3.06,126.16,14.099,"05-28-2010"
12,1049357.36,0,81.0,2.94,126.136,14.099,"06-04-2010"
12,1016039.71,0,91.0,2.95,126.112,14.099,"06-11-2010"
12,956211.2,0,81.0,3.04,126.114,14.099,"06-18-2010"
12,958007.69,0,87.0,3.08,126.127,14.099,"06-25-2010"
12,951957.31,0,92.0,3.1,126.139,14.18,"07-02-2010"
12,943506.28,0,90.0,3.1,126.152,14.18,"07-09-2010"
12,916402.76,0,97.0,3.09,126.15,14.18,"07-16-2010"
12,912403.67,0,99.0,3.11,126.128,14.18,"07-23-2010"
12,913548.25,0,96.0,3.02,126.107,14.18,"07-30-2010"
12,967576.95,0,93.0,3.12,126.085,14.18,"08-06-2010"
12,928264.4,0,87.0,3.16,126.064,14.18,"08-13-2010"
12,948447.34,0,93.0,3.04,126.077,14.18,"08-20-2010"
12,1004516.46,0,93.0,3.13,126.089,14.18,"08-27-2010"
12,1075758.55,0,83.0,3.09,126.102,14.18,"09-03-2010"
12,903119.03,1,84.0,3.04,126.115,14.18,"09-10-2010"
12,852882.61,0,82.0,3.03,126.145,14.18,"09-17-2010"
12,851919.34,0,82.0,2.94,126.19,14.18,"09-24-2010"
12,850936.26,0,85.0,3.0,126.235,14.313,"10-01-2010"
12,918335.68,0,72.0,3.01,126.279,14.313,"10-08-2010"
12,862419.84,0,75.0,2.98,126.327,14.313,"10-15-2010"
12,857883.46,0,69.0,3.01,126.382,14.313,"10-22-2010"
12,955294.7,0,61.0,3.02,126.436,14.313,"10-29-2010"
12,929690.71,0,65.0,3.13,126.491,14.313,"11-05-2010"
12,942475.24,0,58.0,3.13,126.546,14.313,"11-12-2010"
12,894493.7,0,58.0,3.16,126.607,14.313,"11-19-2010"
12,1601377.41,1,48.0,3.16,126.669,14.313,"11-26-2010"
12,1069533.17,0,43.0,3.04,126.731,14.313,"12-03-2010"
12,1121934.15,0,50.0,3.2,126.793,14.313,"12-10-2010"
12,1295605.35,0,53.0,3.24,126.879,14.313,"12-17-2010"
12,1768249.89,0,52.0,3.24,126.984,14.313,"12-24-2010"
12,891736.91,1,46.0,3.15,127.088,14.313,"12-31-2010"
12,910110.24,0,38.0,3.29,127.192,14.021,"01-07-2011"
12,812011.8,0,43.0,3.31,127.301,14.021,"01-14-2011"
12,802105.5,0,54.0,3.22,127.44,14.021,"01-21-2011"
12,873119.06,0,51.0,3.34,127.58,14.021,"01-28-2011"
12,1046068.17,0,45.0,3.35,127.72,14.021,"02-04-2011"
12,1086421.57,1,51.0,3.38,127.859,14.021,"02-11-2011"
12,1128485.1,0,53.0,3.43,127.995,14.021,"02-18-2011"
12,1046203.72,0,48.0,3.53,128.13,14.021,"02-25-2011"
12,1085248.21,0,52.0,3.67,128.265,14.021,"03-04-2011"
12,997672.62,0,58.0,3.82,128.399,14.021,"03-11-2011"
12,1009502.01,0,64.0,3.69,128.512,14.021,"03-18-2011"
12,954107.32,0,54.0,3.91,128.616,14.021,"03-25-2011"
12,1005463.49,0,64.0,3.77,128.72,13.736,"04-01-2011"
12,998362.05,0,64.0,4.0,128.824,13.736,"04-08-2011"
12,990951.77,0,58.0,3.87,128.911,13.736,"04-15-2011"
12,1016019.47,0,72.0,4.13,128.955,13.736,"04-22-2011"
12,994966.1,0,68.0,4.15,129.0,13.736,"04-29-2011"
12,1021154.48,0,68.0,4.19,129.044,13.736,"05-06-2011"
12,977033.5,0,71.0,4.2,129.089,13.736,"05-13-2011"
12,924134.99,0,67.0,4.17,129.076,13.736,"05-20-2011"
12,964332.51,0,77.0,4.09,129.062,13.736,"05-27-2011"
12,970328.68,0,72.0,4.03,129.049,13.736,"06-03-2011"
12,996937.95,0,79.0,3.98,129.036,13.736,"06-10-2011"
12,986504.93,0,87.0,3.94,129.043,13.736,"06-17-2011"
12,997282.75,0,89.0,3.9,129.066,13.736,"06-24-2011"
12,961993.34,0,90.0,3.84,129.089,13.503,"07-01-2011"
12,943717.38,0,90.0,3.7,129.113,13.503,"07-08-2011"
12,936001.98,0,88.0,3.69,129.134,13.503,"07-15-2011"
12,922231.92,0,91.0,3.79,129.151,13.503,"07-22-2011"
12,890547.07,0,93.0,3.8,129.168,13.503,"07-29-2011"
12,988712.52,0,91.0,3.8,129.185,13.503,"08-05-2011"
12,955913.68,0,91.0,3.7,129.202,13.503,"08-12-2011"
12,966817.24,0,92.0,3.74,129.241,13.503,"08-19-2011"
12,1017593.47,0,95.0,3.74,129.283,13.503,"08-26-2011"
12,1052051.45,0,94.0,3.8,129.326,13.503,"09-02-2011"
12,922850.57,1,88.0,3.91,129.369,13.503,"09-09-2011"
12,889290.23,0,76.0,3.92,129.431,13.503,"09-16-2011"
12,871692.74,0,83.0,3.79,129.518,13.503,"09-23-2011"
12,866401.45,0,83.0,3.88,129.606,13.503,"09-30-2011"
12,951244.66,0,70.0,3.83,129.694,12.89,"10-07-2011"
12,927600.01,0,67.0,3.8,129.771,12.89,"10-14-2011"
12,938604.58,0,73.0,3.84,129.782,12.89,"10-21-2011"
12,990926.38,0,67.0,3.73,129.794,12.89,"10-28-2011"
12,1051944.79,0,60.0,3.83,129.805,12.89,"11-04-2011"
12,1095091.53,0,49.0,3.82,129.817,12.89,"11-11-2011"
12,970641.34,0,54.0,3.81,129.827,12.89,"11-18-2011"
12,1591920.42,1,53.0,3.62,129.836,12.89,"11-25-2011"
12,1071383.1,0,52.0,3.7,129.846,12.89,"12-02-2011"
12,1189646.45,0,42.0,3.64,129.856,12.89,"12-09-2011"
12,1293404.18,0,43.0,3.6,129.898,12.89,"12-16-2011"
12,1617612.03,0,45.0,3.54,129.985,12.89,"12-23-2011"
12,1111638.07,1,45.0,3.43,130.071,12.89,"12-30-2011"
12,945823.65,0,50.0,3.6,130.158,12.187,"01-06-2012"
12,865467.86,0,48.0,3.66,130.244,12.187,"01-13-2012"
12,855922.64,0,46.0,3.66,130.279,12.187,"01-20-2012"
12,888203.69,0,50.0,3.68,130.314,12.187,"01-27-2012"
12,1058767.95,0,51.0,3.7,130.35,12.187,"02-03-2012"
12,1199330.85,1,52.0,3.72,130.385,12.187,"02-10-2012"
12,1240048.85,0,52.0,3.78,130.455,12.187,"02-17-2012"
12,1112034.72,0,53.0,3.95,130.55,12.187,"02-24-2012"
12,1147636.96,0,52.0,4.18,130.646,12.187,"03-02-2012"
12,1113208.57,0,55.0,4.25,130.741,12.187,"03-09-2012"
12,1088498.52,0,64.0,4.27,130.826,12.187,"03-16-2012"
12,1045419.87,0,56.0,4.04,130.897,12.187,"03-23-2012"
12,1025382.22,0,64.0,4.29,130.967,12.187,"03-30-2012"
12,1128765.71,0,64.0,4.12,131.038,11.627,"04-06-2012"
12,1083811.19,0,64.0,4.25,131.108,11.627,"04-13-2012"
12,1006486.96,0,67.0,4.22,131.117,11.627,"04-20-2012"
12,1004252.38,0,78.0,4.19,131.127,11.627,"04-27-2012"
12,1073433.69,0,76.0,4.17,131.136,11.627,"05-04-2012"
12,1041995.22,0,77.0,4.19,131.145,11.627,"05-11-2012"
12,1020486.05,0,85.0,4.11,131.098,11.627,"05-18-2012"
12,991514.21,0,84.0,4.29,131.029,11.627,"05-25-2012"
12,981345.2,0,78.0,4.28,130.959,11.627,"06-01-2012"
12,1086231.47,0,85.0,4.1,130.89,11.627,"06-08-2012"
12,1019555.51,0,86.0,4.14,130.83,11.627,"06-15-2012"
12,981386.25,0,92.0,4.01,130.793,11.627,"06-22-2012"
12,943124.74,0,90.0,3.88,130.756,11.627,"06-29-2012"
12,1014898.78,0,89.0,3.76,130.72,10.926,"07-06-2012"
12,960312.75,0,96.0,3.72,130.683,10.926,"07-13-2012"
